age;job;marital;education;default;housing;loan
33;management;married;tertiary;no;yes;no
51;blue-collar;married;secondary;no;yes;no
35;management;married;tertiary;no;yes;yes
30;blue-collar;married;secondary;no;yes;no
39;blue-collar;married;primary;no;yes;no
29;technician;married;secondary;no;yes;no
39;management;married;secondary;no;yes;no
32;management;single;tertiary;no;yes;no
38;admin.;married;secondary;no;yes;no
36;management;married;tertiary;no;no;no
41;services;married;primary;no;yes;no
39;admin.;married;secondary;no;yes;no
35;blue-collar;married;secondary;no;yes;no
38;admin.;divorced;secondary;no;yes;no
34;services;married;tertiary;no;yes;no
39;services;married;secondary;no;yes;no
44;management;single;tertiary;no;yes;no
33;technician;married;secondary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
35;blue-collar;single;secondary;no;yes;no
35;admin.;married;secondary;no;yes;no
38;services;married;secondary;no;yes;no
32;unemployed;single;secondary;no;yes;no
32;technician;single;tertiary;no;yes;yes
38;technician;single;secondary;no;yes;yes
37;blue-collar;married;secondary;no;yes;no
61;retired;divorced;primary;no;no;no
37;entrepreneur;married;secondary;no;yes;no
36;self-employed;married;secondary;no;yes;no
32;technician;single;secondary;no;yes;no
52;blue-collar;married;primary;no;yes;no
44;admin.;married;secondary;no;yes;no
37;blue-collar;married;primary;no;yes;no
46;blue-collar;married;primary;no;yes;no
45;blue-collar;married;primary;no;yes;no
34;management;married;tertiary;no;yes;no
37;admin.;single;tertiary;no;yes;no
71;retired;married;primary;no;no;no
36;services;single;secondary;no;yes;no
35;admin.;married;secondary;no;yes;no
40;admin.;married;secondary;no;yes;no
39;services;divorced;secondary;no;no;no
34;entrepreneur;single;tertiary;no;yes;no
55;management;married;secondary;no;yes;no
31;services;married;secondary;no;yes;yes
30;services;married;secondary;no;yes;no
40;blue-collar;married;secondary;no;yes;no
49;services;married;secondary;no;yes;no
36;management;married;tertiary;no;no;no
44;technician;married;secondary;no;yes;no
36;blue-collar;single;unknown;no;yes;yes
43;technician;married;secondary;no;yes;no
36;technician;single;secondary;yes;yes;no
35;blue-collar;married;secondary;no;yes;no
59;services;divorced;primary;no;yes;no
24;blue-collar;married;secondary;no;yes;no
38;blue-collar;divorced;secondary;no;yes;no
32;services;single;secondary;no;yes;no
48;management;divorced;tertiary;no;yes;no
33;blue-collar;divorced;unknown;yes;yes;yes
35;services;married;secondary;no;yes;no
42;services;married;secondary;no;yes;no
32;blue-collar;married;primary;no;yes;no
31;admin.;married;secondary;no;no;no
46;management;single;tertiary;no;yes;no
58;blue-collar;married;secondary;no;yes;no
30;blue-collar;single;secondary;no;yes;no
52;admin.;divorced;secondary;no;yes;no
33;admin.;married;secondary;no;yes;no
27;blue-collar;single;secondary;no;yes;yes
38;blue-collar;single;primary;no;yes;no
35;blue-collar;married;secondary;no;yes;no
30;services;married;tertiary;no;yes;no
54;self-employed;married;secondary;no;yes;no
33;blue-collar;single;secondary;no;yes;yes
37;management;married;tertiary;no;yes;no
33;self-employed;single;tertiary;no;yes;no
42;housemaid;married;secondary;no;yes;yes
42;blue-collar;married;secondary;no;yes;no
33;blue-collar;married;secondary;no;yes;no
31;blue-collar;single;primary;no;yes;no
45;technician;married;secondary;no;yes;no
35;services;married;secondary;no;yes;no
34;technician;single;secondary;no;yes;no
35;management;married;tertiary;no;yes;no
30;admin.;single;tertiary;no;yes;no
30;admin.;single;secondary;no;yes;no
38;technician;married;secondary;no;yes;no
37;management;single;tertiary;no;yes;no
34;management;married;tertiary;no;yes;no
48;blue-collar;single;primary;no;yes;no
37;blue-collar;married;secondary;no;yes;no
26;self-employed;single;tertiary;no;yes;yes
30;blue-collar;married;secondary;no;yes;no
25;technician;single;secondary;no;yes;no
40;blue-collar;married;primary;no;yes;no
32;blue-collar;married;primary;no;yes;no
28;admin.;married;secondary;no;no;yes
47;admin.;married;secondary;no;yes;no
51;blue-collar;married;primary;no;yes;no
34;management;married;secondary;yes;yes;no
35;blue-collar;married;unknown;no;yes;no
30;blue-collar;married;secondary;no;yes;no
33;technician;married;secondary;no;no;no
32;admin.;single;secondary;no;yes;no
29;blue-collar;married;secondary;no;yes;no
28;management;single;tertiary;no;yes;no
46;management;married;secondary;no;yes;no
32;services;divorced;secondary;no;yes;no
45;blue-collar;married;secondary;no;yes;no
35;services;married;secondary;no;yes;yes
29;management;married;tertiary;no;yes;no
28;housemaid;single;tertiary;no;no;no
43;blue-collar;married;secondary;no;yes;no
33;blue-collar;single;primary;no;yes;no
33;admin.;single;secondary;no;yes;no
30;entrepreneur;married;primary;no;yes;no
41;admin.;married;secondary;no;yes;no
34;entrepreneur;married;primary;no;yes;no
58;retired;married;primary;no;yes;yes
30;management;single;tertiary;no;yes;no
60;retired;divorced;tertiary;no;yes;no
31;admin.;single;secondary;no;no;no
40;services;single;secondary;no;yes;no
39;technician;married;secondary;no;yes;no
28;management;married;tertiary;no;no;yes
30;services;single;secondary;no;yes;no
49;entrepreneur;married;secondary;no;yes;no
29;services;single;secondary;no;yes;no
41;blue-collar;married;primary;no;yes;yes
38;blue-collar;married;secondary;no;yes;no
29;blue-collar;married;secondary;no;yes;yes
34;blue-collar;married;primary;no;yes;no
38;services;divorced;secondary;no;yes;no
31;services;single;secondary;no;yes;no
37;blue-collar;married;secondary;no;yes;yes
31;management;single;tertiary;no;yes;no
33;services;married;secondary;no;no;no
30;technician;married;secondary;no;yes;no
48;entrepreneur;married;tertiary;no;yes;no
49;blue-collar;married;secondary;no;no;no
31;technician;single;secondary;no;yes;no
50;blue-collar;married;unknown;no;yes;no
28;blue-collar;single;secondary;no;yes;no
41;blue-collar;divorced;secondary;no;yes;no
43;management;married;tertiary;no;yes;no
47;services;divorced;primary;no;yes;no
29;admin.;single;secondary;no;yes;no
35;management;single;tertiary;no;yes;no
32;blue-collar;married;primary;no;yes;yes
42;blue-collar;married;secondary;no;yes;no
36;blue-collar;divorced;secondary;no;yes;yes
37;blue-collar;divorced;secondary;no;yes;no
31;blue-collar;single;secondary;no;yes;no
40;blue-collar;married;secondary;no;yes;no
32;self-employed;divorced;primary;no;yes;no
47;management;married;secondary;no;yes;no
29;technician;single;secondary;no;no;no
36;services;married;secondary;no;yes;no
43;technician;divorced;secondary;no;yes;no
50;technician;divorced;secondary;no;yes;no
31;services;single;secondary;no;yes;yes
35;blue-collar;married;secondary;no;yes;no
31;blue-collar;single;secondary;no;yes;no
37;management;married;tertiary;no;yes;no
34;blue-collar;married;primary;no;yes;yes
44;blue-collar;married;secondary;no;yes;no
38;management;single;tertiary;no;yes;no
25;self-employed;single;tertiary;no;no;no
37;blue-collar;married;primary;no;yes;yes
28;services;single;secondary;no;yes;yes
34;blue-collar;married;tertiary;no;yes;no
32;technician;single;secondary;no;yes;no
27;management;single;tertiary;no;yes;no
53;management;married;tertiary;no;yes;no
35;admin.;married;secondary;no;yes;no
43;management;married;tertiary;no;yes;no
34;technician;married;tertiary;no;yes;no
42;housemaid;single;secondary;no;yes;no
46;services;divorced;primary;no;yes;no
39;technician;married;primary;no;yes;no
33;management;married;tertiary;no;yes;no
35;management;married;tertiary;no;yes;no
37;blue-collar;married;primary;no;yes;no
53;services;divorced;primary;no;yes;no
53;admin.;divorced;secondary;no;yes;no
26;blue-collar;married;secondary;no;yes;no
57;housemaid;married;tertiary;no;no;no
32;technician;married;secondary;no;yes;no
27;blue-collar;married;secondary;no;yes;no
34;technician;married;secondary;no;yes;no
49;blue-collar;married;secondary;no;yes;yes
40;technician;married;secondary;no;yes;yes
29;blue-collar;single;secondary;no;yes;no
41;self-employed;married;secondary;no;yes;no
34;management;single;tertiary;no;yes;yes
35;blue-collar;married;primary;no;yes;no
70;retired;married;secondary;no;no;no
29;services;single;secondary;no;yes;no
27;unemployed;married;secondary;no;yes;yes
53;technician;divorced;secondary;no;yes;no
39;blue-collar;married;secondary;no;yes;yes
40;blue-collar;married;primary;no;yes;no
31;blue-collar;married;primary;no;yes;yes
31;blue-collar;married;secondary;no;yes;no
39;services;married;secondary;no;yes;no
47;blue-collar;divorced;secondary;no;yes;yes
35;management;single;tertiary;no;yes;no
33;services;married;secondary;no;yes;no
51;blue-collar;married;primary;no;yes;no
39;services;married;secondary;no;yes;no
57;blue-collar;married;secondary;no;yes;no
50;blue-collar;married;primary;no;yes;no
38;blue-collar;married;secondary;no;yes;yes
33;admin.;single;secondary;no;yes;no
42;blue-collar;married;primary;no;yes;no
24;blue-collar;married;secondary;no;yes;yes
40;management;married;secondary;no;yes;no
36;technician;single;tertiary;no;yes;yes
32;blue-collar;married;primary;no;yes;no
31;technician;married;secondary;no;yes;no
30;blue-collar;single;secondary;no;yes;no
38;admin.;married;secondary;no;yes;no
54;management;married;primary;no;yes;no
36;admin.;married;tertiary;no;yes;no
30;services;single;secondary;no;yes;yes
48;blue-collar;married;primary;no;yes;yes
32;blue-collar;married;secondary;no;yes;no
29;blue-collar;married;secondary;no;yes;no
32;housemaid;married;secondary;no;yes;no
35;blue-collar;married;secondary;no;yes;no
31;blue-collar;married;secondary;no;yes;no
36;blue-collar;married;secondary;no;yes;no
38;self-employed;married;secondary;no;yes;no
38;admin.;married;tertiary;no;no;no
35;management;single;tertiary;no;yes;no
35;blue-collar;married;primary;no;no;no
37;services;divorced;primary;no;yes;no
45;blue-collar;married;unknown;no;yes;no
36;management;married;tertiary;no;yes;no
47;management;married;tertiary;no;yes;no
35;services;married;unknown;no;yes;no
34;admin.;single;secondary;no;yes;no
31;technician;single;secondary;no;yes;yes
36;blue-collar;married;secondary;no;yes;no
36;blue-collar;married;secondary;no;no;no
46;blue-collar;married;secondary;no;yes;no
35;technician;single;secondary;no;yes;no
23;technician;single;secondary;no;yes;no
40;technician;married;secondary;no;no;no
51;blue-collar;married;secondary;no;yes;yes
28;services;married;secondary;no;yes;yes
74;retired;married;secondary;no;no;no
32;admin.;married;secondary;no;yes;no
35;blue-collar;married;secondary;no;yes;no
42;blue-collar;married;primary;no;yes;no
30;blue-collar;single;secondary;no;yes;no
40;admin.;married;secondary;no;yes;no
50;blue-collar;married;primary;no;yes;no
53;technician;married;secondary;no;yes;no
56;blue-collar;married;secondary;no;no;no
26;admin.;single;secondary;no;yes;no
29;blue-collar;married;primary;no;yes;yes
33;technician;single;tertiary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
40;management;married;tertiary;no;yes;no
42;blue-collar;married;primary;no;yes;no
32;admin.;single;secondary;no;no;no
37;technician;single;tertiary;no;yes;no
46;services;divorced;secondary;no;yes;no
35;entrepreneur;single;tertiary;no;yes;no
47;blue-collar;married;secondary;no;yes;no
44;blue-collar;married;primary;no;yes;no
32;blue-collar;married;primary;no;yes;no
42;admin.;divorced;tertiary;no;yes;yes
23;admin.;single;secondary;no;yes;no
47;blue-collar;married;secondary;no;yes;no
39;admin.;married;secondary;no;yes;no
38;admin.;married;secondary;no;yes;yes
33;blue-collar;single;secondary;no;yes;yes
41;technician;married;secondary;no;no;no
31;technician;single;secondary;no;no;no
46;technician;married;secondary;no;yes;no
37;admin.;married;secondary;no;yes;no
36;admin.;divorced;primary;no;yes;no
37;self-employed;single;primary;no;yes;no
32;technician;married;secondary;no;yes;no
49;technician;married;unknown;no;no;no
58;retired;married;primary;no;yes;no
34;services;married;secondary;no;yes;no
46;services;married;secondary;no;yes;no
30;admin.;single;secondary;no;yes;no
59;management;married;tertiary;no;yes;no
40;blue-collar;married;primary;no;yes;no
31;technician;single;secondary;no;yes;no
33;blue-collar;married;primary;no;yes;no
38;blue-collar;single;secondary;no;yes;no
37;blue-collar;single;secondary;no;yes;no
32;services;single;secondary;no;yes;no
38;management;single;tertiary;no;yes;no
56;technician;married;secondary;no;yes;yes
37;housemaid;married;primary;no;yes;no
44;management;divorced;tertiary;no;yes;no
38;admin.;married;primary;no;yes;no
32;management;single;tertiary;no;yes;yes
26;technician;single;secondary;no;no;no
24;blue-collar;single;secondary;no;yes;no
21;blue-collar;single;secondary;no;yes;no
36;blue-collar;married;secondary;no;yes;no
32;admin.;married;secondary;no;yes;no
35;self-employed;single;tertiary;no;yes;no
30;management;single;tertiary;no;yes;no
28;blue-collar;married;secondary;no;yes;no
37;blue-collar;married;secondary;no;yes;no
50;admin.;married;secondary;no;yes;no
22;student;single;secondary;no;no;no
45;blue-collar;married;secondary;no;yes;no
33;blue-collar;married;secondary;no;yes;no
39;management;single;tertiary;no;yes;no
50;blue-collar;married;primary;no;yes;yes
32;services;single;secondary;no;yes;no
52;technician;married;secondary;no;no;no
40;technician;married;primary;no;yes;no
42;blue-collar;married;unknown;no;yes;no
32;admin.;married;secondary;no;no;no
28;blue-collar;married;secondary;no;yes;no
30;management;single;secondary;no;yes;no
43;services;married;secondary;no;yes;no
46;technician;married;secondary;no;no;no
37;blue-collar;married;secondary;no;yes;no
50;entrepreneur;married;primary;no;yes;no
32;management;married;tertiary;no;yes;yes
32;blue-collar;married;secondary;no;yes;no
35;blue-collar;married;primary;no;yes;yes
37;blue-collar;married;secondary;no;yes;no
32;entrepreneur;married;secondary;no;yes;no
30;services;single;unknown;no;yes;no
49;technician;married;secondary;no;yes;no
42;blue-collar;married;primary;no;yes;no
36;admin.;single;secondary;no;yes;no
32;blue-collar;married;secondary;no;yes;yes
31;blue-collar;married;secondary;no;yes;yes
31;blue-collar;single;primary;no;yes;no
38;services;married;secondary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
36;management;married;tertiary;no;no;no
32;services;single;secondary;no;yes;no
31;management;divorced;tertiary;no;yes;no
29;blue-collar;married;secondary;no;yes;no
41;blue-collar;married;secondary;no;yes;no
28;technician;married;secondary;no;yes;no
42;blue-collar;married;secondary;no;no;no
32;blue-collar;single;secondary;no;yes;yes
52;technician;married;tertiary;no;yes;no
34;admin.;married;secondary;no;yes;yes
33;technician;married;secondary;no;yes;no
34;blue-collar;single;secondary;no;yes;no
32;blue-collar;single;secondary;no;yes;no
39;technician;married;secondary;no;yes;yes
61;management;single;tertiary;no;no;no
22;student;single;secondary;no;yes;no
37;blue-collar;married;primary;no;yes;no
37;blue-collar;married;primary;no;yes;yes
56;technician;married;secondary;no;yes;no
32;technician;married;secondary;no;no;no
31;technician;single;secondary;no;yes;no
45;blue-collar;married;primary;no;yes;no
36;blue-collar;married;primary;no;yes;no
32;services;married;secondary;no;yes;no
28;management;single;secondary;no;no;no
47;management;married;primary;no;yes;no
35;management;married;tertiary;no;yes;no
57;admin.;married;primary;no;yes;no
33;blue-collar;married;primary;no;yes;no
32;admin.;single;secondary;no;yes;no
43;technician;married;primary;no;yes;no
35;management;married;tertiary;no;yes;no
40;blue-collar;married;primary;no;yes;no
56;unemployed;divorced;secondary;no;yes;yes
57;technician;married;tertiary;no;yes;yes
46;blue-collar;married;primary;no;yes;no
56;services;single;secondary;no;yes;no
58;retired;married;primary;no;yes;no
46;blue-collar;divorced;secondary;no;yes;no
40;blue-collar;single;secondary;no;yes;no
36;management;married;tertiary;no;yes;no
30;technician;single;secondary;no;yes;no
46;management;married;primary;no;yes;no
34;management;single;tertiary;no;yes;no
52;services;divorced;secondary;no;yes;no
31;blue-collar;single;primary;no;yes;no
29;admin.;married;secondary;no;yes;no
41;blue-collar;married;secondary;no;yes;no
35;technician;married;secondary;no;yes;yes
34;management;single;tertiary;no;no;no
43;admin.;married;secondary;no;yes;no
50;blue-collar;married;primary;no;yes;no
34;management;single;tertiary;no;yes;no
30;services;married;secondary;no;yes;yes
31;admin.;single;secondary;no;yes;yes
33;admin.;married;secondary;no;yes;no
30;unemployed;single;secondary;no;no;no
36;blue-collar;married;secondary;no;yes;no
34;entrepreneur;married;secondary;yes;yes;no
43;admin.;married;secondary;no;yes;no
27;student;single;secondary;no;yes;no
28;unemployed;married;secondary;no;no;no
53;admin.;married;secondary;no;yes;no
37;management;married;tertiary;no;no;no
30;management;married;tertiary;no;yes;no
34;blue-collar;single;secondary;no;yes;no
33;blue-collar;married;secondary;no;yes;no
36;blue-collar;married;secondary;no;yes;no
28;technician;single;secondary;no;yes;no
56;admin.;married;secondary;no;no;no
34;management;single;tertiary;no;yes;yes
35;technician;single;tertiary;no;yes;no
31;blue-collar;married;secondary;no;yes;no
51;entrepreneur;divorced;tertiary;no;yes;yes
43;unemployed;married;secondary;no;yes;no
33;housemaid;married;primary;no;yes;no
35;blue-collar;married;secondary;no;yes;yes
41;blue-collar;married;primary;no;yes;no
51;blue-collar;married;primary;no;yes;yes
48;blue-collar;married;primary;no;yes;no
57;retired;married;primary;no;yes;yes
29;blue-collar;single;secondary;no;yes;no
32;blue-collar;married;primary;no;yes;no
33;technician;married;secondary;no;yes;no
33;technician;single;secondary;no;yes;no
50;unknown;married;primary;no;yes;yes
38;services;married;secondary;no;yes;no
25;blue-collar;single;unknown;no;yes;no
30;admin.;single;secondary;no;yes;no
37;admin.;single;secondary;no;yes;no
50;entrepreneur;married;tertiary;no;yes;no
34;blue-collar;married;primary;no;yes;no
29;admin.;single;secondary;no;yes;yes
35;management;single;tertiary;no;yes;yes
54;housemaid;divorced;primary;no;yes;no
44;blue-collar;single;secondary;no;no;no
43;services;divorced;secondary;no;yes;yes
61;management;married;tertiary;no;no;no
24;blue-collar;married;secondary;no;yes;no
34;admin.;single;secondary;no;yes;no
32;blue-collar;married;secondary;no;yes;no
35;technician;single;tertiary;no;no;no
28;management;single;tertiary;no;yes;no
36;blue-collar;married;secondary;no;yes;no
23;technician;married;secondary;no;yes;no
28;self-employed;single;tertiary;no;yes;no
24;technician;single;secondary;no;yes;yes
45;management;married;tertiary;no;yes;no
42;management;married;tertiary;no;yes;no
33;blue-collar;married;secondary;no;yes;no
29;technician;single;tertiary;no;yes;no
36;entrepreneur;married;secondary;no;yes;no
53;management;married;tertiary;no;yes;no
33;blue-collar;single;primary;no;yes;no
49;services;married;secondary;no;yes;no
35;blue-collar;married;secondary;no;yes;yes
42;blue-collar;married;tertiary;no;yes;no
33;blue-collar;married;primary;no;yes;no
37;admin.;married;secondary;no;yes;no
29;blue-collar;divorced;secondary;no;yes;no
45;technician;married;secondary;no;yes;no
31;management;single;tertiary;no;yes;no
48;management;married;tertiary;no;yes;no
35;blue-collar;married;secondary;no;yes;no
35;admin.;married;secondary;no;yes;no
30;management;single;tertiary;no;yes;no
35;admin.;married;secondary;no;yes;no
51;self-employed;married;secondary;no;yes;no
38;blue-collar;married;secondary;no;yes;no
39;blue-collar;married;secondary;no;yes;no
36;technician;single;secondary;no;yes;no
48;services;married;primary;no;yes;no
61;retired;married;secondary;no;no;no
35;admin.;divorced;tertiary;no;yes;no
36;management;married;tertiary;no;yes;no
33;blue-collar;single;secondary;no;no;no
31;blue-collar;single;secondary;no;yes;no
47;services;single;tertiary;no;no;no
50;admin.;married;secondary;no;yes;no
42;admin.;married;secondary;no;yes;no
41;admin.;married;secondary;no;no;no
34;management;single;unknown;no;yes;no
33;technician;single;secondary;no;yes;no
28;self-employed;married;tertiary;no;yes;yes
38;blue-collar;married;secondary;no;yes;no
35;blue-collar;married;secondary;no;yes;no
34;technician;married;secondary;no;yes;no
66;retired;married;primary;no;no;no
25;blue-collar;single;primary;no;yes;no
48;services;married;secondary;no;yes;no
46;management;married;tertiary;no;yes;no
28;blue-collar;single;secondary;no;yes;no
70;retired;married;secondary;no;no;no
45;management;married;tertiary;no;yes;no
32;blue-collar;married;primary;no;yes;no
40;blue-collar;married;secondary;no;yes;yes
31;blue-collar;married;primary;no;yes;no
34;housemaid;married;tertiary;no;yes;no
39;services;married;secondary;no;yes;yes
35;blue-collar;married;primary;no;yes;no
34;blue-collar;single;secondary;no;yes;no
46;blue-collar;married;secondary;no;yes;no
46;blue-collar;single;secondary;no;yes;no
59;admin.;single;secondary;no;yes;yes
46;technician;married;secondary;no;yes;no
32;management;single;tertiary;no;yes;no
27;admin.;single;secondary;no;yes;no
41;technician;married;tertiary;no;yes;no
37;services;single;secondary;no;yes;yes
41;blue-collar;married;secondary;no;yes;yes
31;management;single;tertiary;no;yes;no
51;technician;single;secondary;no;yes;no
59;services;married;primary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
32;technician;single;secondary;no;yes;no
59;management;divorced;tertiary;no;yes;no
32;management;single;tertiary;no;yes;no
24;blue-collar;married;secondary;no;yes;no
35;management;single;tertiary;no;yes;no
37;entrepreneur;married;primary;no;yes;no
44;blue-collar;married;secondary;yes;yes;no
59;housemaid;divorced;tertiary;no;no;no
34;entrepreneur;single;secondary;no;yes;no
28;services;married;secondary;no;yes;no
54;retired;married;secondary;no;yes;no
26;blue-collar;single;primary;no;yes;no
32;technician;single;tertiary;no;yes;no
40;admin.;single;secondary;no;yes;no
38;admin.;single;unknown;no;no;no
38;services;married;secondary;no;yes;no
34;technician;single;secondary;no;yes;no
43;blue-collar;married;secondary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
57;retired;married;primary;no;no;no
36;admin.;single;secondary;no;no;no
36;blue-collar;married;secondary;no;yes;yes
39;blue-collar;married;primary;no;yes;no
59;management;married;tertiary;no;yes;yes
36;entrepreneur;married;secondary;no;yes;no
44;blue-collar;married;secondary;no;yes;no
34;blue-collar;single;secondary;no;yes;yes
37;blue-collar;married;primary;no;yes;no
55;management;divorced;tertiary;no;yes;yes
31;management;married;tertiary;no;yes;no
27;services;married;secondary;no;yes;no
33;technician;single;secondary;no;yes;no
43;blue-collar;married;secondary;no;yes;yes
41;admin.;married;primary;no;yes;no
28;blue-collar;single;tertiary;no;yes;no
60;admin.;married;secondary;no;yes;no
37;services;married;secondary;no;yes;no
41;blue-collar;married;primary;no;yes;no
34;blue-collar;married;secondary;no;yes;yes
41;technician;married;tertiary;no;yes;no
38;self-employed;divorced;secondary;no;yes;no
42;entrepreneur;single;secondary;no;yes;yes
29;blue-collar;divorced;secondary;no;yes;no
50;blue-collar;divorced;secondary;no;yes;yes
35;blue-collar;married;secondary;no;yes;no
59;management;married;tertiary;no;yes;no
46;services;divorced;secondary;no;yes;no
40;blue-collar;married;secondary;no;yes;yes
20;student;single;unknown;no;no;no
33;blue-collar;married;secondary;no;yes;no
34;admin.;single;secondary;no;yes;no
45;blue-collar;married;primary;yes;yes;yes
56;services;married;secondary;no;yes;no
39;technician;married;tertiary;no;no;no
51;housemaid;married;tertiary;no;yes;yes
28;blue-collar;married;primary;no;yes;no
36;blue-collar;married;primary;no;yes;no
29;blue-collar;married;secondary;no;yes;yes
39;blue-collar;married;secondary;no;yes;no
31;services;single;secondary;no;yes;no
34;admin.;married;secondary;no;yes;no
35;services;married;secondary;no;yes;no
35;services;single;secondary;no;yes;no
36;blue-collar;married;primary;no;yes;no
35;blue-collar;married;secondary;no;yes;no
32;management;married;tertiary;no;no;no
43;blue-collar;married;primary;no;yes;no
33;blue-collar;married;primary;no;yes;no
35;management;married;tertiary;no;yes;no
44;admin.;divorced;secondary;no;yes;yes
54;blue-collar;married;unknown;no;no;no
50;management;married;tertiary;no;yes;no
40;admin.;single;secondary;no;yes;no
55;blue-collar;divorced;secondary;no;yes;no
50;services;divorced;secondary;no;yes;no
44;blue-collar;married;secondary;no;yes;no
78;retired;married;primary;no;no;no
44;technician;divorced;secondary;no;yes;no
39;services;married;secondary;no;yes;no
46;blue-collar;married;primary;no;yes;no
35;self-employed;married;secondary;no;yes;no
40;technician;single;tertiary;no;yes;no
34;blue-collar;married;primary;no;yes;no
39;blue-collar;married;secondary;no;yes;no
36;services;married;secondary;no;yes;no
37;admin.;married;secondary;no;yes;no
40;admin.;single;tertiary;no;yes;no
35;admin.;single;secondary;no;yes;no
46;services;married;secondary;no;yes;yes
42;blue-collar;married;secondary;no;yes;yes
43;blue-collar;married;secondary;no;yes;yes
40;admin.;single;secondary;no;yes;yes
37;admin.;divorced;tertiary;no;yes;no
30;blue-collar;married;secondary;no;yes;no
42;blue-collar;married;primary;no;yes;no
32;blue-collar;married;primary;no;yes;yes
50;blue-collar;divorced;secondary;no;yes;no
32;admin.;married;secondary;no;yes;yes
50;management;divorced;tertiary;no;yes;yes
52;blue-collar;married;secondary;no;yes;yes
31;blue-collar;married;secondary;no;yes;no
37;technician;single;secondary;no;yes;no
32;technician;married;tertiary;no;yes;no
33;blue-collar;married;secondary;no;yes;no
33;management;married;tertiary;no;yes;no
33;services;married;secondary;no;yes;no
32;management;single;tertiary;no;yes;no
39;management;single;tertiary;no;yes;no
37;services;married;secondary;no;yes;no
28;technician;single;tertiary;no;yes;no
28;student;single;secondary;no;yes;no
43;blue-collar;married;secondary;no;yes;no
51;blue-collar;married;secondary;no;yes;yes
33;housemaid;married;tertiary;no;yes;no
39;management;married;tertiary;no;yes;no
25;technician;single;tertiary;no;yes;yes
35;services;single;secondary;no;yes;no
50;self-employed;divorced;tertiary;no;yes;no
33;management;single;tertiary;no;yes;no
31;blue-collar;married;secondary;no;yes;no
39;services;married;secondary;no;yes;no
31;blue-collar;single;secondary;no;yes;yes
31;services;single;primary;no;yes;no
46;self-employed;married;secondary;no;no;no
51;blue-collar;married;primary;no;yes;no
25;student;single;tertiary;no;yes;no
28;management;single;secondary;no;yes;no
37;admin.;single;secondary;no;yes;no
34;management;divorced;tertiary;no;no;no
30;admin.;married;secondary;no;no;no
73;retired;divorced;tertiary;no;no;no
37;admin.;single;tertiary;no;yes;no
44;blue-collar;married;primary;no;yes;no
28;blue-collar;single;secondary;no;yes;no
40;management;divorced;unknown;no;yes;no
54;technician;divorced;secondary;no;yes;no
29;technician;single;tertiary;no;yes;no
30;entrepreneur;single;tertiary;no;yes;no
34;management;married;tertiary;no;no;no
43;services;married;secondary;no;yes;no
30;blue-collar;married;primary;no;yes;no
46;management;divorced;secondary;no;yes;no
31;management;single;tertiary;no;yes;no
35;services;married;secondary;no;no;no
32;technician;married;secondary;no;yes;no
32;blue-collar;married;secondary;no;yes;no
28;student;single;secondary;no;no;no
42;admin.;divorced;secondary;no;no;yes
27;student;single;secondary;no;no;no
32;admin.;single;secondary;no;yes;no
30;student;single;secondary;no;no;no
43;blue-collar;married;primary;no;yes;no
54;unemployed;divorced;secondary;no;no;no
36;management;single;tertiary;no;yes;no
27;blue-collar;married;secondary;no;no;no
36;blue-collar;married;secondary;no;yes;no
44;services;married;secondary;no;yes;yes
48;admin.;married;secondary;no;yes;no
38;entrepreneur;married;secondary;no;yes;yes
40;services;married;secondary;no;yes;no
38;technician;single;secondary;no;yes;yes
34;technician;divorced;secondary;no;yes;yes
25;student;single;secondary;no;yes;no
69;retired;married;tertiary;no;no;no
32;management;single;tertiary;no;yes;no
37;blue-collar;single;secondary;no;yes;no
29;services;married;secondary;no;yes;no
47;housemaid;married;primary;no;yes;no
36;management;single;tertiary;no;yes;no
35;technician;married;tertiary;no;no;no
30;technician;married;secondary;no;yes;no
73;retired;married;primary;no;no;no
30;admin.;married;secondary;no;yes;no
37;management;married;secondary;no;yes;no
33;blue-collar;single;primary;no;yes;no
54;blue-collar;married;primary;no;yes;no
33;management;single;tertiary;no;no;no
32;technician;single;tertiary;no;no;no
39;management;married;secondary;no;yes;no
32;technician;married;secondary;no;yes;no
45;unemployed;divorced;primary;no;no;no
37;blue-collar;married;secondary;no;yes;no
58;services;single;secondary;no;yes;no
37;technician;married;secondary;no;yes;yes
31;admin.;married;secondary;no;yes;no
37;blue-collar;married;secondary;no;yes;no
35;blue-collar;single;secondary;no;yes;no
36;entrepreneur;married;tertiary;no;yes;yes
37;blue-collar;married;primary;no;yes;no
33;services;single;secondary;no;yes;no
28;unemployed;married;secondary;no;yes;no
44;blue-collar;married;unknown;no;yes;no
44;blue-collar;married;primary;no;yes;no
29;blue-collar;single;secondary;no;no;no
43;self-employed;married;secondary;no;no;no
64;retired;married;secondary;no;yes;no
42;technician;married;secondary;no;yes;no
38;management;single;tertiary;no;yes;no
46;admin.;married;secondary;no;yes;yes
38;blue-collar;married;secondary;no;yes;no
51;entrepreneur;married;tertiary;no;no;no
34;blue-collar;single;secondary;no;yes;no
